pos_z,time,pos_y,heading,agent_id,pos_x
0.5,0.0,-1.2,0.0,1,-1.8
0.5,0.0,-1.7999999999999998,0.0,2,-2.1
0.5,0.0,-0.6,0.0,3,-2.1
0.5,0.0009416128079715182,-1.2,0.0,1,-1.796
0.5,0.0009416128079715182,-1.7999999999999998,0.0,2,-2.096
0.5,0.0009416128079715182,-0.6,0.0,3,-2.096
0.5,0.0018832256159430365,-1.2,0.0,1,-1.792
0.5,0.0018832256159430365,-1.7999999999999998,0.0,2,-2.092
0.5,0.0018832256159430365,-0.6,0.0,3,-2.092
0.5,0.0028248384239145546,-1.2,0.0,1,-1.788
0.5,0.0028248384239145546,-1.7999999999999998,0.0,2,-2.088
0.5,0.0028248384239145546,-0.6,0.0,3,-2.088
0.5,0.003766451231886073,-1.2,0.0,1,-1.784
0.5,0.003766451231886073,-1.7999999999999998,0.0,2,-2.084
0.5,0.003766451231886073,-0.6,0.0,3,-2.084
0.5,0.004708064039857591,-1.2,0.0,1,-1.78
0.5,0.004708064039857591,-1.7999999999999998,0.0,2,-2.08
0.5,0.004708064039857591,-0.6,0.0,3,-2.08
0.5,0.005649676847829109,-1.2,0.0,1,-1.776
0.5,0.005649676847829109,-1.7999999999999998,0.0,2,-2.076
0.5,0.005649676847829109,-0.6,0.0,3,-2.076
0.5,0.006591289655800628,-1.2,0.0,1,-1.772
0.5,0.006591289655800628,-1.7999999999999998,0.0,2,-2.072
0.5,0.006591289655800628,-0.6,0.0,3,-2.072
0.5,0.007532902463772146,-1.2,0.0,1,-1.768
0.5,0.007532902463772146,-1.7999999999999998,0.0,2,-2.068
0.5,0.007532902463772146,-0.6,0.0,3,-2.068
0.5,0.008474515271743664,-1.2,0.0,1,-1.764
0.5,0.008474515271743664,-1.7999999999999998,0.0,2,-2.064
0.5,0.008474515271743664,-0.6,0.0,3,-2.064
0.5,0.009416128079715182,-1.2,0.0,1,-1.76
0.5,0.009416128079715182,-1.7999999999999998,0.0,2,-2.06
0.5,0.009416128079715182,-0.6,0.0,3,-2.06
0.5,0.010357740887686701,-1.2,0.0,1,-1.7560000000000002
0.5,0.010357740887686701,-1.7999999999999998,0.0,2,-2.056
0.5,0.010357740887686701,-0.6,0.0,3,-2.056
0.5,0.011299353695658218,-1.2,0.0,1,-1.7520000000000002
0.5,0.011299353695658218,-1.7999999999999998,0.0,2,-2.0520000000000005
0.5,0.011299353695658218,-0.6,0.0,3,-2.0520000000000005
0.5,0.012240966503629738,-1.2,0.0,1,-1.748
0.5,0.012240966503629738,-1.7999999999999998,0.0,2,-2.048
0.5,0.012240966503629738,-0.6,0.0,3,-2.048
0.5,0.013182579311601257,-1.2,0.0,1,-1.744
0.5,0.013182579311601257,-1.7999999999999998,0.0,2,-2.044
0.5,0.013182579311601257,-0.6,0.0,3,-2.044
0.5,0.014124192119572773,-1.2,0.0,1,-1.74
0.5,0.014124192119572773,-1.7999999999999998,0.0,2,-2.04
0.5,0.014124192119572773,-0.6,0.0,3,-2.04
0.5,0.015065804927544292,-1.2,0.0,1,-1.736
0.5,0.015065804927544292,-1.7999999999999998,0.0,2,-2.036
0.5,0.015065804927544292,-0.6,0.0,3,-2.036
0.5,0.01600741773551581,-1.2,0.0,1,-1.732
0.5,0.01600741773551581,-1.7999999999999998,0.0,2,-2.032
0.5,0.01600741773551581,-0.6,0.0,3,-2.032
0.5,0.01694903054348733,-1.2,0.0,1,-1.728
0.5,0.01694903054348733,-1.7999999999999998,0.0,2,-2.028
0.5,0.01694903054348733,-0.6,0.0,3,-2.028
0.5,0.017890643351458846,-1.2,0.0,1,-1.724
0.5,0.017890643351458846,-1.7999999999999998,0.0,2,-2.024
0.5,0.017890643351458846,-0.6,0.0,3,-2.024
0.5,0.018832256159430363,-1.2,0.0,1,-1.72
0.5,0.018832256159430363,-1.7999999999999998,0.0,2,-2.02
0.5,0.018832256159430363,-0.6,0.0,3,-2.02
0.5,0.01977386896740188,-1.2,0.0,1,-1.7160000000000002
0.5,0.01977386896740188,-1.7999999999999998,0.0,2,-2.0160000000000005
0.5,0.01977386896740188,-0.6,0.0,3,-2.0160000000000005
0.5,0.020715481775373402,-1.2,0.0,1,-1.7120000000000002
0.5,0.020715481775373402,-1.7999999999999998,0.0,2,-2.012
0.5,0.020715481775373402,-0.6,0.0,3,-2.012
0.5,0.02165709458334492,-1.2,0.0,1,-1.708
0.5,0.02165709458334492,-1.7999999999999998,0.0,2,-2.008
0.5,0.02165709458334492,-0.6,0.0,3,-2.008
0.5,0.022598707391316437,-1.2,0.0,1,-1.704
0.5,0.022598707391316437,-1.7999999999999998,0.0,2,-2.004
0.5,0.022598707391316437,-0.6,0.0,3,-2.004
0.5,0.023540320199287954,-1.2,0.0,1,-1.7
0.5,0.023540320199287954,-1.7999999999999998,0.0,2,-2.0
0.5,0.023540320199287954,-0.6,0.0,3,-2.0
0.5,0.024481933007259475,-1.2,0.0,1,-1.696
0.5,0.024481933007259475,-1.7999999999999998,0.0,2,-1.996
0.5,0.024481933007259475,-0.6,0.0,3,-1.996
0.5,0.025423545815230993,-1.2,0.0,1,-1.692
0.5,0.025423545815230993,-1.7999999999999998,0.0,2,-1.992
0.5,0.025423545815230993,-0.6,0.0,3,-1.992
0.5,0.026365158623202514,-1.2,0.0,1,-1.688
0.5,0.026365158623202514,-1.7999999999999998,0.0,2,-1.988
0.5,0.026365158623202514,-0.6,0.0,3,-1.988
0.5,0.027306771431174028,-1.2,0.0,1,-1.6840000000000002
0.5,0.027306771431174028,-1.7999999999999998,0.0,2,-1.9840000000000002
0.5,0.027306771431174028,-0.6,0.0,3,-1.9840000000000002
0.5,0.028248384239145545,-1.2,0.0,1,-1.6800000000000002
0.5,0.028248384239145545,-1.7999999999999998,0.0,2,-1.9800000000000002
0.5,0.028248384239145545,-0.6,0.0,3,-1.9800000000000002
0.5,0.029189997047117063,-1.2,0.0,1,-1.6760000000000002
0.5,0.029189997047117063,-1.7999999999999998,0.0,2,-1.9760000000000002
0.5,0.029189997047117063,-0.6,0.0,3,-1.9760000000000002
0.5,0.030131609855088583,-1.2,0.0,1,-1.6720000000000004
0.5,0.030131609855088583,-1.7999999999999998,0.0,2,-1.9720000000000004
0.5,0.030131609855088583,-0.6,0.0,3,-1.9720000000000004
0.5,0.0310732226630601,-1.2,0.0,1,-1.668
0.5,0.0310732226630601,-1.7999999999999998,0.0,2,-1.968
0.5,0.0310732226630601,-0.6,0.0,3,-1.968
0.5,0.03201483547103162,-1.2,0.0,1,-1.664
0.5,0.03201483547103162,-1.7999999999999998,0.0,2,-1.964
0.5,0.03201483547103162,-0.6,0.0,3,-1.964
0.5,0.03295644827900314,-1.2,0.0,1,-1.66
0.5,0.03295644827900314,-1.7999999999999998,0.0,2,-1.96
0.5,0.03295644827900314,-0.6,0.0,3,-1.96
0.5,0.03389806108697466,-1.2,0.0,1,-1.656
0.5,0.03389806108697466,-1.7999999999999998,0.0,2,-1.956
0.5,0.03389806108697466,-0.6,0.0,3,-1.956
0.5,0.034839673894946174,-1.2,0.0,1,-1.652
0.5,0.034839673894946174,-1.7999999999999998,0.0,2,-1.952
0.5,0.034839673894946174,-0.6,0.0,3,-1.952
0.5,0.03578128670291769,-1.2,0.0,1,-1.648
0.5,0.03578128670291769,-1.7999999999999998,0.0,2,-1.948
0.5,0.03578128670291769,-0.6,0.0,3,-1.948
0.5,0.03672289951088921,-1.2,0.0,1,-1.644
0.5,0.03672289951088921,-1.7999999999999998,0.0,2,-1.944
0.5,0.03672289951088921,-0.6,0.0,3,-1.944
0.5000000371865683,0.03766451231886073,-1.1999999875388627,6.961477318258137e-5,1,-1.6400000000733053
0.5000000371865683,0.03766451231886073,-1.7999999879570243,6.073112133554256e-5,2,-1.939999999998341
0.5000000371865682,0.03766451231886073,-0.5999999883497674,6.072075579411024e-5,3,-1.940000000015656
0.5000084969213776,0.03860612512683225,-1.1999940134716616,0.003122264272057904,1,-1.6359999991668581
0.5000084969215634,0.03860612512683225,-1.7999967982768923,0.0010651016941950976,2,-1.9359999885730095
0.500008496921187,0.03860612512683225,-0.5999967959178972,0.0010661243136475848,3,-1.9359999885010504
0.5000338084265763,0.03954773793480376,-1.1999739896250043,0.007006972765136541,1,-1.6320001347120379
0.5000338084295954,0.03954773793480376,-1.7999960584926769,-0.001217232129141471,2,-1.9320000725387472
0.5000338084233927,0.03954773793480376,-0.599996136896155,-0.001281187164023371,3,-1.9320000725752406
0.5000760144005623,0.04048935074277528,-1.1999366936324418,0.011773392500750211,1,-1.628000538119564
0.5000760144155343,0.04048935074277528,-1.8000096732269701,-0.005819628767946243,2,-1.9280003240773909
0.5000760143843498,0.04048935074277528,-0.6000101165150137,-0.005919030290855935,3,-1.9280003246004929
0.5001351307587976,0.041430963550746804,-1.199879599247951,0.016780954542573664,1,-1.6240013897460734
0.5001351308048398,0.041430963550746804,-1.8000429686964985,-0.010828479832658479,2,-1.9240009064739807
0.5001351307075452,0.041430963550746804,-0.6000438089250536,-0.010926235338813643,3,-1.924000910172769
0.5002111730463427,0.04237257635871832,-1.199802494418168,0.02178095454257367,1,-1.6200028631127699
0.5002111731552659,0.04237257635871832,-1.8000962711721713,-0.01582847983265849,2,-1.9200019917176485
0.5002111729214488,0.04237257635871832,-0.6000975023164494,-0.015926235338813655,3,-1.920002000643501
0.5003041564378529,0.04331418916668984,-1.19970540672508,0.026780954542573676,1,-1.6160051298961193
0.5003041566567565,0.04331418916668984,-1.8001695608798667,-0.020828479832658495,2,-1.9160037514184967
0.5003041561794841,0.04331418916668984,-0.600171182873913,-0.02092623533881366,3,-1.9160037675221813
0.5004140957369205,0.044255801974661356,-1.1995883442861923,0.03178095454257368,1,-1.612008362153284
0.5004140961302987,0.044255801974661356,-1.8002628307263535,-0.0258284798326585,2,-1.9120063576798305
0.5004140952594408,0.044255801974661356,-0.6002648434874527,-0.025926235338813663,3,-1.9120063829094012
