agent_id,duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.0,0.7412254376450198,-2.399999896500668,-2.7550654977344712e-5,0.0008807413984401795,-0.009868055067650957,0.050694500546217436,-0.13009034327135427,0.16201558219797194,-0.07787838439603938,0.00021380216675051704,0.2702344505350778,0.5812758053863185,-4.875730873796822,19.589526030117455,-40.36761499361529,41.08397537782956,-16.33594734717425,0.5000007980126833,-0.0001268468695780874,0.003292740243238499,-0.03233036372779157,0.15114244384395262,-0.36121408059814547,0.425582230241641,-0.19572515033970983,1.5715830629992409,-0.10044324611045136,2.2439165773081555,-19.229388679411,79.02321979979764,-166.78648851747008,174.10384983831102,-71.10040346310137
1.0,0.7412254376450198,-2.400059010987209,0.006439099976893809,-0.09068700188419104,0.07039447813369634,2.534910181411894,-7.554593910824331,8.861352114756682,-3.8460723594104613,0.17468383926188402,0.2979627862277914,0.4384801404418432,-5.9727555599844795,27.49873116450611,-58.755585262214616,59.498797249427064,-23.16003387096842,0.5000089977860896,-0.0013181603004890552,0.03383211342153188,-0.28375089395208913,0.6456946436629378,-0.7292111902520279,0.3218363764589233,0.004834944792213386,1.5744555413474381,-0.7635288433598969,21.160509338533995,-188.6411506381016,686.7923366673507,-1260.1421643901251,1147.012265633836,-409.87926638778976
1.0,0.7412254376450198,-2.36829694334885,0.143959918901954,0.19605998699881405,-1.128738266470446,2.817920559591772,-3.831975338863715,2.774925342882822,-0.8395713229519499,0.3414714004453694,0.25810396925250767,-0.1254941146728492,0.737518309871542,-1.9049896550130712,2.672048515214939,-1.983495498096759,0.611288979925597,0.49255560077605476,-0.030538896354541677,-0.015343766551696461,0.0909049269730989,-0.2852073475150603,0.4878577572475424,-0.42968486052830307,0.15246314005234285,1.0618636408042066,-1.5842261285601975,13.974029681260715,-48.77649857590903,90.98579307443144,-95.50424832226868,52.85782554154367,-11.845653325017144
1.0,0.7412254376450194,-2.2833272465476977,0.13232835817881228,-0.003455816381900448,0.013210572629332869,-0.027865735117856113,0.03438162725069564,-0.023352303789149764,0.006753605283163328,0.4931803650615045,0.2637703774798098,0.0017306783775463616,-0.006621471066620808,0.013985652600696683,-0.017282861739617027,0.0117578673003458,-0.0034058532715531063,0.473866419232492,-0.03175093682101893,1.8573445398799881e-6,-1.8270144768427043e-7,1.3485859949692888e-8,-8.083075791441208e-10,5.0410968719336514e-11,-5.5815657650357815e-12,1.1057945806918614,0.026767053569840542,-0.15908540134740862,0.4835167311763731,-0.8673833123493314,0.9394229662851651,-0.5720921203831142,0.15090381750637577
1.0,0.7412254376450194,-2.205530136641625,0.13196158923969187,3.5679575987524124e-5,-0.00010982508235180296,0.00019947622683161087,-0.0002185410948806607,0.00013452544624568212,-3.583854135494985e-5,0.6488150808153741,0.263954201213466,-1.7650239082094917e-5,5.488707650091148e-5,-9.97205223377788e-5,0.00010924788705737933,-6.724548122256719e-5,1.791374564598291e-5,0.45514632287865797,-0.031748926554254465,1.5607322595889208e-6,-1.535256986371434e-7,1.1334976097122721e-8,-6.837137742847746e-10,4.619175985476011e-11,-6.016046857274659e-12,1.1071957407371111,-0.00027041411079603306,0.0012594988921816807,-0.003109317578674797,0.004470210880914866,-0.0037236035472323586,0.001624601776653181,-0.0002702555218417192
1.0,0.7412254376450198,-2.1277209214474877,0.131967591364952,-2.2363796535103993e-7,7.145754867178056e-7,-1.0603537089693841e-6,9.14551006844334e-7,-4.221766208272806e-7,7.818506333785767e-8,0.8044438851933142,0.2639514035904049,2.695526863846372e-7,-3.7278090537002564e-7,5.312713763940884e-7,-4.572817352041917e-7,2.1104784075220962e-7,-3.9078826056875986e-8,0.43642731441482313,-0.031747237321339154,1.3114875089144357e-6,-1.2900762495564142e-7,9.523090861328032e-9,-5.71775210346013e-10,3.658758059647704e-11,-4.323247218758193e-12,1.107173300246688,2.1449765182842176e-6,-7.786690996119476e-6,1.3408947324480246e-5,-8.246882422794698e-6,-7.022442684013323e-6,1.3453633613996883e-5,-5.807674761012513e-6
1.0,0.7412254376450198,-2.0499113690445734,0.13196759865387483,5.482716484970741e-8,-8.467390872774624e-9,2.7429368697532354e-9,9.310652587175356e-10,-2.5979395365981885e-9,1.1824771362154821e-9,0.9600726309323933,0.26395157067120695,1.0513270268559201e-7,-8.807548654006727e-9,-4.0862014448429275e-10,-5.234523064102592e-10,1.30338245918427e-9,-5.92183874216688e-10,0.417709220107958,-0.03174581785442544,1.1020464433426922e-6,-1.0840613975677322e-7,8.004208054962226e-9,-4.83826332149422e-10,3.3784312921758434e-11,-4.737655150463014e-12,1.1071735307716024,-1.3292916711060285e-8,3.0467199327656635e-8,7.749514985761906e-9,-1.6858257941979072e-7,3.387658821514136e-7,-2.9619086653571247e-7,1.0026834869541818e-7
1.0,0.7412254376450198,-1.9721017846440139,0.13196765652498588,4.453910047523991e-8,-4.376058215011603e-9,3.3683954807538533e-10,-5.506598736672493e-11,3.2754859362570255e-11,-1.028707532446956e-11,1.1157014530624842,0.26395168519220363,8.910514435412916e-8,-8.769607914612686e-9,6.400109812623128e-10,-1.9628965542024777e-11,-1.4702533578842863e-11,5.368898401875278e-12,0.3989918939695655,-0.031744625072787115,9.260522303791072e-7,-9.10934592480426e-8,6.7242136250906576e-9,-4.035686575158313e-10,2.5774191776719714e-11,-3.0650632146107776e-12,1.1071735289190385,5.2028788636712084e-11,6.588263522506724e-11,-9.742188806333692e-10,2.93379685161859e-9,-4.361462986719062e-9,3.324904935904822e-9,-1.0374423042512886e-9
1.0,0.7412254376450198,-1.8942921691400192,0.13196770473663313,3.743016792648746e-8,-3.6696373145373532e-9,2.306406569679471e-10,5.41932352622241e-11,-6.094780510465664e-11,2.1856008675242034e-11,1.2713303372734233,0.26395178162900784,7.487066538308043e-8,-7.374294198725681e-9,5.704526916672366e-10,-7.86562156151729e-11,4.314903297800575e-11,-1.5021660373965346e-11,0.3802752133250273,-0.03174362277551588,7.781636670019852e-7,-7.654499370485106e-8,5.646833408778665e-9,-3.328912377608363e-10,1.601967892658108e-11,-5.196357826710988e-13,1.107173528930707,-4.535928038953789e-13,6.751197557664092e-12,-5.6485116027037453e-11,2.1693047682527687e-10,-4.1570364525600265e-10,3.918545624592136e-10,-1.4553389493621537e-10
1.0,0.7412254376450198,-1.8164825276011252,0.1319677525777038,-1.3465029551904836e-7,1.4430919846737115e-6,-6.048335683652394e-6,1.301868647768339e-5,-1.3889832209158645e-5,5.811909763706786e-6,1.4269592737013355,0.26395185877744487,1.5095681709656672e-7,-7.727561018150123e-7,3.2065543405360917e-6,-6.900696652967029e-6,7.362412407802919e-6,-3.0806438190725874e-6,0.361559075090486,-0.031742780542855405,6.538928435790643e-7,-6.432202537839381e-8,4.748468399736311e-9,-2.857256565555866e-10,1.887647894034606e-11,-2.4049388175305487e-12,1.1071735965560563,-8.773987750808394e-6,0.00019889425084164398,-0.0017316797433692829,0.00724262679102328,-0.015588767038399965,0.016631881658974487,-0.00695926514696084
