duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.0, -1.7999999999999998, 0.2857195555416765, 0.018072460031394733, -0.013554342267365052, 0.0, 0.0, 0.0, 0.0, -1.5, 0.019344098028739154, -0.07729840594640769, 0.057961874488321054, 0.0, 0.0, 0.0, 0.0, 0.5, -6.661338147750939e-16, 1.1657341758564144e-15, -4.903485025427774e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15754134562255856, -0.6296809901571228, 0.47215412905968734, 0.0, 0.0, 0.0, 0.0
1.0, -1.5097623266942937, 0.2812014488023708, -0.022590566770700427, 0.003092761495432639, 0.0, 0.0, 0.0, 0.0, -1.4999924334293477, 0.038632909600886944, 0.09658721751855548, -0.02554815108836724, 0.0, 0.0, 0.0, 0.0, 0.5, 1.942890293094024e-16, -3.0531133177191805e-16, 9.25185853854297e-17, 0.0, 0.0, 0.0, 0.0, 1.4484525123127645e-5, 0.3146417524873751, 0.7867813970219393, -0.49471672933801036, 0.0, 0.0, 0.0, 0.0
1.0, -1.2480586831671907, 0.24529859974726786, -0.01331228228440251, 0.006440101042568092, 0.0, 0.0, 0.0, 0.0, -1.3903204573982724, 0.15516289137289618, 0.01994276425345376, -0.009604148130600546, 0.0, 0.0, 0.0, 0.0, 0.5, -1.3877787807814457e-16, -2.7755575615628914e-17, 6.476300976980079e-17, 0.0, 0.0, 0.0, 0.0, 0.606720904696427, 0.40405435851722243, -0.6973687909920918, 0.2934043039936905, 0.0, 0.0, 0.0, 0.0
1.0, -1.0096322646617573, 0.23799433830616712, 0.0060080208433017646, -0.005580340460902407, 0.0, 0.0, 0.0, 0.0, -1.2248189499025228, 0.16623597548800206, -0.00886968013834788, 0.008141550637713674, 0.0, 0.0, 0.0, 0.0, 0.4999999999999999, 0.0, 1.6653345369377348e-16, -1.2952601953960158e-16, 0.0, 0.0, 0.0, 0.0, 0.6068107762152481, -0.11047031148588965, 0.18284412098897979, -0.07238064197200408, 0.0, 0.0, 0.0, 0.0
1.0, -0.7712102459731907, 0.23326935861006343, -0.010733000539405457, 0.015887582420575197, 0.0, 0.0, 0.0, 0.0, -1.059311103915155, 0.17292126712444733, 0.015554971774793147, -0.022971161395941055, 0.0, 0.0, 0.0, 0.0, 0.49999999999999994, -5.551115123125783e-17, -2.220446049250313e-16, 1.3877787807814457e-16, 0.0, 0.0, 0.0, 0.0, 0.6068039437463342, 0.03807600457605764, -0.034297804927032494, -0.003789475133584093, 0.0, 0.0, 0.0, 0.0
1.0, -0.5327863054819575, 0.2594661047929781, 0.036929746722320134, -0.04048142809822034, 0.0, 0.0, 0.0, 0.0, -0.8938060264118557, 0.13511772648621045, -0.053358512413030024, 0.05058849309390021, 0.0, 0.0, 0.0, 0.0, 0.4999999999999998, -8.326672684688674e-17, 1.942890293094024e-16, -8.326672684688674e-17, 0.0, 0.0, 0.0, 0.0, 0.6067926682617752, -0.041888030678759625, -0.045666230327784774, 0.1497907703104146, 0.0, 0.0, 0.0, 0.0
1.0, -0.27687188206487967, 0.21188131394295734, -0.0845145375723409, 0.03196659476164369, 0.0, 0.0, 0.0, 0.0, -0.761458319244775, 0.18016618094185105, 0.09840696686867062, -0.03856132258146211, 0.0, 0.0, 0.0, 0.0, 0.49999999999999983, 5.551115123125783e-17, -5.551115123125783e-17, 4.625929269271485e-17, 0.0, 0.0, 0.0, 0.0, 0.6690291775656454, 0.31615181959691463, 0.403706080603459, -0.325752241160081, 0.0, 0.0, 0.0, 0.0
1.0, -0.11753851093261955, 0.1387520230832066, 0.011385246712590169, -0.00863073914479967, 0.0, 0.0, 0.0, 0.0, -0.5214464940157154, 0.26129614693480596, -0.01727700087571571, 0.009385213690390812, 0.0, 0.0, 0.0, 0.0, 0.4999999999999999, 8.326672684688674e-17, 8.326672684688674e-17, -5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 1.063134836605938, 0.14630725732358957, -0.573550642876784, 0.4248656342465212, 0.0, 0.0, 0.0, 0.0
1.0, 0.023968019718377566, 0.13563029907398794, -0.014506970721808843, -0.029171770642707547, 0.0, 0.0, 0.0, 0.0, -0.26804213426623436, 0.25489778625454695, 0.010878640195456729, 0.0037348139640660896, 0.0, 0.0, 0.0, 0.0, 0.5, 8.326672684688674e-17, -8.326672684688674e-17, -1.850371707708594e-17, 0.0, 0.0, 0.0, 0.0, 1.0607570852992647, 0.27380287430958505, 0.7010462598627796, -0.4396513530136221, 0.0, 0.0, 0.0, 0.0
1.0, 0.11591957742784911, 0.019101045702247604, -0.10202228264993149, 0.07881324356136825, 0.0, 0.0, 0.0, 0.0, 0.0014691061478354361, 0.28785950853765874, 0.022083082087654998, -0.019779905682751522, 0.0, 0.0, 0.0, 0.0, 0.5, -1.3877787807814457e-16, -1.3877787807814457e-16, 1.3877787807814457e-16, 0.0, 0.0, 0.0, 0.0, 1.5959548664580074, 0.3569413349942778, -0.6179077991780868, 0.1558622541460098, 0.0, 0.0, 0.0, 0.0
